50041,"select psf2GSigma1_u, psf2GSigma1_g, psf2GSigma1_r, psf2GSigma1_i, psf2GSigma1_z, psf2GSigma2_u, psf2GSigma2_g, psf2GSigma2_r, psf2GSigma2_i, psf2GSigma2_z, psf2GB_u, psf2GB_g, psf2GB_r, psf2GB_i, psf2GB_z, psfWidth_u, psfWidth_g, psfWidth_r, psfWidth_i, psfWidth_z from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-21 15:19:00,1
2019-02-21 15:30:00,2
2019-02-21 15:34:00,1
2019-02-21 15:36:00,1
2019-02-21 15:38:00,1
2019-02-21 15:39:00,1
2019-02-21 18:14:00,15
2019-02-21 18:26:00,10
2019-02-21 18:44:00,15
2019-02-21 18:45:00,7
2019-02-21 18:46:00,11
2019-02-21 18:47:00,15
2019-02-21 18:48:00,11
2019-02-21 18:49:00,11
2019-02-21 18:50:00,29
2019-02-21 18:51:00,20
2019-02-21 18:52:00,20
2019-02-21 18:53:00,20
2019-02-21 18:54:00,25
2019-02-21 18:55:00,20
2019-02-21 18:56:00,28
2019-02-21 18:57:00,17
2019-02-21 18:58:00,20
2019-02-21 18:59:00,19
2019-02-21 19:00:00,24
2019-02-21 19:01:00,14
2019-02-21 19:02:00,21
2019-02-21 19:03:00,15
2019-02-21 19:04:00,8
2019-02-21 19:05:00,9
2019-02-21 19:06:00,12
2019-02-21 19:07:00,7
2019-02-21 19:08:00,12
2019-02-21 19:09:00,11
2019-02-21 19:10:00,9
2019-02-21 19:11:00,3
2019-02-22 09:42:00,6
2019-02-22 09:43:00,17
2019-02-22 09:44:00,18
2019-02-22 09:45:00,18
2019-02-22 09:46:00,17
2019-02-22 09:47:00,20
2019-02-22 09:48:00,21
2019-02-22 09:49:00,16
2019-02-22 09:50:00,23
2019-02-22 09:51:00,25
2019-02-22 09:52:00,16
2019-02-22 09:53:00,16
2019-02-22 09:54:00,22
2019-02-22 09:55:00,5
2019-02-22 10:39:00,8
2019-02-22 10:40:00,19
2019-02-22 10:41:00,24
2019-02-22 10:42:00,19
2019-02-22 10:43:00,22
2019-02-22 10:44:00,9
2019-02-22 10:45:00,9
2019-02-22 10:46:00,11
2019-02-22 10:47:00,10
2019-02-22 10:48:00,11
2019-02-22 10:49:00,10
2019-02-22 10:50:00,12
2019-02-22 10:51:00,14
2019-02-22 10:52:00,13
2019-02-22 10:53:00,7
2019-02-22 10:54:00,13
2019-02-22 10:55:00,9
2019-02-22 10:56:00,8
2019-02-22 10:57:00,16
2019-02-22 10:58:00,9
2019-02-22 10:59:00,10
2019-02-22 11:00:00,11
2019-02-22 11:01:00,11
2019-02-22 11:02:00,7
2019-02-22 11:03:00,13
2019-02-22 11:04:00,7
2019-02-22 11:05:00,11
2019-02-22 11:06:00,12
2019-02-22 11:07:00,13
2019-02-22 11:08:00,11
2019-02-22 11:09:00,8
2019-02-22 11:10:00,11
2019-02-22 12:01:00,9
2019-02-22 12:02:00,13
2019-02-22 12:03:00,9
2019-02-22 12:04:00,5
2019-02-22 12:05:00,10
2019-02-22 12:06:00,8
2019-02-22 12:07:00,11
2019-02-22 12:08:00,14
2019-02-22 12:09:00,11
2019-02-22 12:10:00,10
2019-02-22 12:11:00,10
2019-02-22 12:12:00,9
2019-02-22 12:13:00,11
2019-02-22 12:14:00,8
2019-02-22 12:15:00,11
2019-02-22 12:16:00,14
2019-02-22 12:17:00,11
2019-02-22 12:18:00,12
2019-02-22 12:19:00,14
2019-02-22 12:20:00,11
2019-02-22 12:21:00,11
2019-02-22 12:22:00,16
2019-02-22 12:23:00,9
2019-02-22 12:24:00,8
2019-02-22 12:25:00,9
2019-02-22 12:26:00,12
2019-02-22 12:27:00,10
2019-02-22 12:28:00,10
2019-02-22 12:29:00,12
2019-02-22 12:30:00,11
2019-02-22 12:31:00,6
2019-02-22 12:32:00,11
2019-02-22 12:33:00,10
2019-02-22 12:34:00,12
2019-02-22 12:35:00,15
2019-02-22 12:36:00,10
2019-02-22 12:37:00,11
2019-02-22 12:38:00,14
2019-02-22 12:39:00,5
2019-02-22 12:40:00,9
2019-02-22 12:41:00,13
2019-02-22 12:42:00,14
2019-02-22 12:43:00,10
2019-02-22 12:44:00,10
2019-02-22 12:45:00,13
2019-02-22 12:46:00,12
2019-02-22 12:47:00,13
2019-02-22 12:48:00,10
2019-02-22 12:49:00,14
2019-02-22 12:50:00,13
2019-02-22 12:51:00,1
2019-02-22 13:02:00,12
2019-02-22 13:03:00,10
2019-02-22 13:04:00,12
2019-02-22 13:05:00,12
2019-02-22 13:06:00,11
2019-02-22 13:07:00,7
2019-02-22 13:08:00,15
2019-02-22 13:09:00,12
2019-02-22 13:10:00,8
2019-02-22 13:11:00,13
2019-02-22 13:12:00,8
2019-02-22 13:13:00,13
2019-02-22 13:14:00,12
2019-02-22 13:15:00,13
2019-02-22 13:16:00,11
2019-02-22 13:17:00,11
2019-02-22 13:18:00,9
2019-02-22 13:19:00,9
2019-02-22 13:20:00,7
2019-02-22 13:21:00,9
2019-02-22 13:22:00,11
2019-02-22 13:23:00,12
2019-02-22 13:24:00,11
2019-02-22 13:25:00,7
2019-02-22 13:26:00,13
2019-02-22 13:27:00,14
2019-02-22 13:28:00,11
2019-02-22 13:29:00,13
2019-02-22 13:30:00,12
2019-02-22 13:31:00,12
2019-02-22 13:32:00,13
2019-02-22 13:33:00,15
2019-02-22 13:34:00,16
2019-02-22 13:35:00,6
2019-02-22 13:36:00,17
2019-02-22 13:37:00,8
2019-02-22 13:38:00,4
2019-02-22 13:39:00,10
2019-02-22 13:40:00,11
2019-02-22 13:41:00,11
2019-02-22 13:42:00,16
2019-02-22 13:43:00,2
2019-02-22 13:44:00,12
2019-02-22 13:45:00,9
2019-02-22 13:46:00,10
2019-02-22 13:47:00,11
2019-02-22 13:48:00,11
2019-02-22 13:49:00,12
2019-02-22 13:50:00,10
2019-02-22 13:51:00,7
2019-02-22 13:52:00,11
2019-02-22 13:53:00,23
2019-02-22 13:54:00,16
2019-02-22 13:55:00,16
2019-02-22 13:56:00,8
2019-02-22 13:57:00,14
2019-02-22 13:58:00,18
2019-02-22 13:59:00,13
2019-02-22 14:00:00,19
2019-02-22 14:01:00,4
2019-02-22 14:02:00,3
2019-02-22 14:03:00,10
2019-02-22 14:04:00,6
2019-02-22 14:05:00,16
2019-02-22 14:06:00,7
2019-02-22 14:07:00,10
2019-02-22 14:08:00,13
2019-02-22 14:09:00,14
2019-02-22 14:11:00,5
2019-02-22 14:12:00,12
2019-02-22 14:13:00,13
2019-02-22 14:14:00,13
2019-02-22 14:15:00,6
2019-02-22 14:16:00,13
2019-02-22 14:17:00,3
2019-02-22 14:18:00,8
2019-02-22 14:19:00,9
2019-02-22 14:20:00,10
2019-02-22 14:21:00,18
2019-02-22 14:22:00,16
2019-02-22 14:23:00,19
2019-02-22 14:24:00,20
2019-02-22 14:25:00,14
2019-02-22 14:26:00,5
2019-02-22 14:27:00,11
2019-02-22 14:28:00,9
2019-02-22 14:29:00,14
2019-02-22 14:30:00,8
2019-02-22 14:31:00,8
2019-02-22 14:32:00,10
2019-02-22 14:33:00,10
2019-02-22 14:34:00,12
2019-02-22 14:35:00,8
2019-02-22 14:36:00,11
2019-02-22 14:37:00,16
2019-02-22 14:38:00,6
2019-02-22 14:39:00,8
2019-02-22 14:40:00,11
2019-02-22 14:41:00,11
2019-02-22 14:42:00,10
2019-02-22 14:43:00,8
2019-02-22 14:44:00,8
2019-02-22 14:45:00,11
2019-02-22 14:46:00,2
2019-02-22 14:47:00,9
2019-02-22 14:48:00,9
2019-02-22 14:49:00,11
2019-02-22 14:50:00,3
2019-02-22 15:02:00,3
2019-02-22 15:03:00,2
2019-02-22 15:47:00,5
2019-02-22 15:48:00,5
2019-02-22 16:00:00,15
2019-02-22 16:04:00,15
2019-02-22 16:05:00,20
2019-02-22 16:15:00,15
2019-02-22 16:17:00,17
2019-02-22 16:18:00,13
2019-02-22 16:27:00,2
2019-02-22 16:28:00,13
2019-02-22 17:07:00,4
2019-02-22 17:08:00,12
2019-02-22 17:09:00,8
2019-02-22 17:10:00,7
2019-02-22 17:11:00,5
2019-02-22 17:12:00,10
2019-02-22 17:13:00,10
2019-02-22 17:14:00,12
2019-02-22 17:15:00,11
2019-02-22 17:16:00,10
2019-02-22 17:17:00,10
2019-02-22 17:18:00,10
2019-02-22 17:19:00,12
2019-02-22 17:20:00,17
2019-02-22 17:21:00,7
2019-02-22 17:22:00,10
2019-02-22 17:23:00,12
2019-02-22 17:24:00,7
2019-02-22 17:25:00,13
2019-02-22 17:26:00,10
2019-02-22 17:27:00,14
2019-02-22 17:28:00,14
2019-02-22 17:29:00,5
2019-02-22 17:30:00,11
2019-02-22 17:31:00,17
2019-02-22 17:32:00,11
2019-02-22 17:33:00,8
2019-02-22 17:34:00,12
2019-02-22 17:35:00,9
2019-02-22 17:36:00,6
2019-02-22 17:37:00,12
2019-02-22 17:38:00,14
2019-02-22 17:39:00,5
2019-02-22 17:40:00,12
2019-02-22 17:41:00,9
2019-02-22 17:42:00,16
2019-02-22 17:43:00,5
2019-02-22 17:44:00,4
2019-02-22 17:45:00,9
2019-02-22 17:46:00,13
2019-02-22 17:47:00,14
2019-02-22 17:48:00,14
2019-02-22 17:49:00,10
2019-02-22 17:50:00,8
2019-02-22 17:51:00,17
2019-02-22 17:52:00,10
2019-02-22 17:53:00,14
2019-02-22 17:54:00,10
2019-02-22 17:55:00,14
2019-02-22 17:56:00,6
2019-02-22 17:57:00,11
2019-02-22 17:58:00,11
2019-02-22 17:59:00,10
2019-02-22 18:00:00,14
2019-02-22 18:01:00,7
2019-02-22 18:02:00,12
2019-02-22 18:03:00,15
2019-02-22 18:04:00,8
2019-02-22 18:05:00,14
2019-02-22 18:06:00,8
2019-02-22 18:07:00,12
2019-02-22 18:08:00,9
2019-02-22 18:09:00,5
2019-02-22 18:10:00,10
2019-02-22 18:11:00,10
2019-02-22 18:12:00,16
2019-02-22 18:13:00,5
2019-02-22 18:14:00,10
2019-02-22 18:15:00,11
2019-02-22 18:16:00,11
2019-02-22 18:17:00,18
2019-02-22 18:18:00,6
2019-02-22 18:19:00,10
2019-02-22 18:20:00,16
2019-02-22 18:21:00,4
2019-02-22 18:22:00,17
2019-02-22 18:23:00,11
2019-02-22 18:24:00,7
2019-02-22 18:25:00,6
2019-02-22 18:26:00,5
2019-02-22 18:27:00,5
2019-02-22 18:28:00,14
2019-02-22 18:29:00,9
2019-02-22 18:30:00,11
2019-02-22 18:31:00,12
2019-02-22 18:32:00,8
2019-02-22 18:33:00,4
2019-02-22 18:34:00,11
2019-02-22 18:35:00,18
2019-02-22 18:36:00,2
2019-02-22 18:37:00,11
2019-02-22 18:38:00,10
2019-02-22 18:39:00,9
2019-02-22 18:40:00,2
2019-02-22 18:41:00,11
2019-02-22 18:42:00,9
2019-02-22 18:43:00,10
2019-02-22 18:44:00,6
2019-02-22 18:45:00,10
2019-02-22 18:46:00,11
2019-02-22 18:47:00,12
2019-02-22 18:48:00,9
2019-02-22 18:49:00,16
2019-02-22 18:50:00,5
2019-02-22 18:51:00,15
2019-02-22 18:52:00,11
2019-02-22 18:53:00,8
2019-02-22 18:54:00,5
2019-02-22 18:55:00,11
2019-02-22 18:56:00,14
2019-02-22 18:57:00,5
2019-02-22 18:58:00,18
2019-02-22 18:59:00,7
2019-02-22 19:00:00,11
2019-02-22 19:01:00,5
2019-02-22 19:02:00,1
2019-02-22 19:03:00,13
2019-02-22 19:04:00,2
2019-02-22 19:05:00,19
2019-02-22 19:06:00,7
2019-02-22 19:07:00,4
2019-02-22 19:08:00,11
2019-02-22 19:09:00,14
2019-02-22 19:10:00,4
2019-02-22 19:11:00,12
2019-02-22 19:12:00,8
2019-02-22 19:13:00,12
2019-02-22 19:14:00,8
2019-02-22 19:15:00,6
2019-02-22 19:16:00,14
2019-02-22 19:17:00,15
2019-02-22 19:19:00,8
2019-02-22 19:20:00,8
2019-02-22 19:21:00,6
2019-02-22 19:22:00,13
2019-02-22 19:23:00,14
2019-02-22 19:24:00,10
2019-02-22 19:25:00,12
2019-02-22 19:26:00,12
2019-02-22 19:27:00,3
2019-02-22 19:28:00,11
2019-02-22 19:29:00,10
2019-02-22 19:30:00,19
2019-02-22 19:31:00,7
2019-02-22 19:32:00,9
2019-02-22 19:33:00,14
2019-02-22 19:34:00,8
2019-02-22 19:35:00,8
2019-02-22 19:36:00,11
2019-02-22 19:37:00,8
2019-02-22 19:38:00,16
2019-02-22 19:39:00,13
2019-02-22 19:40:00,3
2019-02-22 19:41:00,8
2019-02-22 19:42:00,17
2019-02-22 19:43:00,9
2019-02-22 19:44:00,11
2019-02-22 19:45:00,13
2019-02-22 19:46:00,10
2019-02-22 19:47:00,13
2019-02-22 19:48:00,7
2019-02-22 19:49:00,11
2019-02-22 19:50:00,13
2019-02-22 19:51:00,10
2019-02-22 19:52:00,8
2019-02-22 19:53:00,12
2019-02-22 19:54:00,12
2019-02-22 19:55:00,13
2019-02-22 19:56:00,10
2019-02-22 19:57:00,8
2019-02-22 19:58:00,13
2019-02-22 19:59:00,11
2019-02-22 20:00:00,10
2019-02-22 20:01:00,8
2019-02-22 20:02:00,6
2019-02-22 20:03:00,13
2019-02-22 20:04:00,7
2019-02-22 20:05:00,17
2019-02-22 20:06:00,11
2019-02-22 20:07:00,9
2019-02-22 20:08:00,12
2019-02-22 20:09:00,3
2019-02-22 20:10:00,10
2019-02-22 20:11:00,5
2019-02-22 20:12:00,12
2019-02-22 20:13:00,11
2019-02-22 20:14:00,8
2019-02-22 20:15:00,11
2019-02-22 20:16:00,5
2019-02-22 20:17:00,10
2019-02-22 20:18:00,14
2019-02-22 20:19:00,9
2019-02-22 20:20:00,14
2019-02-22 20:21:00,6
2019-02-22 20:22:00,9
2019-02-22 20:23:00,11
2019-02-22 20:24:00,5
2019-02-22 20:25:00,11
2019-02-22 20:26:00,10
2019-02-22 20:27:00,16
2019-02-22 20:28:00,12
2019-02-22 20:29:00,13
2019-02-22 20:30:00,6
2019-02-22 20:31:00,15
2019-02-22 20:32:00,10
2019-02-22 20:33:00,17
2019-02-22 20:34:00,11
2019-02-22 20:35:00,10
2019-02-22 20:36:00,13
2019-02-22 20:37:00,13
2019-02-22 20:38:00,8
2019-02-22 20:39:00,10
2019-02-22 20:40:00,12
2019-02-22 20:41:00,13
2019-02-22 20:42:00,12
2019-02-22 20:43:00,14
2019-02-22 20:44:00,12
2019-02-22 20:45:00,16
2019-02-22 20:46:00,10
2019-02-22 20:47:00,8
2019-02-22 20:48:00,14
2019-02-22 20:49:00,4
2019-02-22 20:50:00,12
2019-02-22 20:51:00,18
2019-02-22 20:52:00,2
2019-02-22 20:53:00,4
2019-02-22 20:54:00,12
2019-02-22 20:55:00,13
2019-02-22 20:56:00,3
2019-02-22 20:57:00,10
2019-02-22 20:58:00,14
2019-02-22 20:59:00,15
2019-02-22 21:00:00,9
2019-02-22 21:01:00,7
2019-02-22 21:02:00,10
2019-02-22 21:03:00,8
2019-02-22 21:04:00,11
2019-02-22 21:05:00,8
2019-02-22 21:06:00,17
2019-02-22 21:07:00,11
2019-02-22 21:08:00,10
2019-02-22 21:09:00,6
2019-02-22 21:10:00,5
2019-02-22 21:11:00,10
2019-02-22 21:12:00,16
2019-02-22 21:13:00,14
2019-02-22 21:14:00,9
2019-02-22 21:15:00,6
2019-02-22 21:16:00,12
2019-02-22 21:17:00,15
2019-02-22 21:18:00,11
2019-02-22 21:19:00,3
2019-02-22 21:20:00,12
2019-02-22 21:21:00,8
2019-02-22 21:22:00,10
2019-02-22 21:23:00,3
2019-02-22 21:24:00,13
2019-02-22 21:25:00,11
2019-02-22 21:26:00,10
2019-02-22 21:27:00,8
2019-02-22 21:28:00,11
2019-02-22 21:29:00,10
2019-02-22 21:30:00,10
2019-02-22 21:31:00,5
2019-02-22 21:32:00,14
2019-02-22 21:33:00,13
2019-02-22 21:34:00,2
2019-02-22 21:35:00,12
2019-02-22 21:36:00,10
2019-02-22 21:37:00,10
2019-02-22 21:38:00,8
2019-02-22 21:39:00,3
2019-02-22 21:40:00,9
2019-02-22 21:41:00,9
2019-02-22 21:42:00,7
2019-02-22 21:43:00,14
2019-02-22 21:44:00,16
2019-02-22 21:45:00,3
2019-02-22 21:46:00,10
2019-02-22 21:47:00,8
2019-02-22 21:48:00,14
2019-02-22 21:49:00,10
2019-02-22 21:50:00,9
2019-02-22 21:51:00,8
2019-02-22 21:52:00,11
2019-02-22 21:53:00,8
2019-02-22 21:54:00,10
2019-02-22 21:55:00,9
2019-02-22 21:56:00,11
2019-02-22 21:57:00,12
2019-02-22 21:58:00,11
2019-02-22 21:59:00,8
2019-02-22 22:00:00,8
2019-02-22 22:01:00,13
2019-02-22 22:02:00,7
2019-02-22 22:03:00,11
2019-02-22 22:04:00,13
2019-02-22 22:05:00,12
2019-02-22 22:06:00,5
2019-02-22 22:07:00,15
2019-02-22 22:08:00,11
2019-02-22 22:09:00,10
2019-02-22 22:10:00,6
2019-02-22 22:11:00,4
2019-02-22 22:12:00,11
2019-02-22 22:13:00,11
2019-02-22 22:14:00,6
2019-02-22 22:15:00,6
2019-02-22 22:16:00,8
2019-02-22 22:17:00,10
2019-02-22 22:18:00,4
2019-02-22 22:19:00,9
2019-02-22 22:20:00,10
2019-02-22 22:21:00,10
2019-02-22 22:22:00,17
2019-02-22 22:23:00,6
2019-02-22 22:24:00,12
2019-02-22 22:25:00,10
2019-02-22 22:26:00,10
2019-02-22 22:27:00,14
2019-02-22 22:28:00,6
2019-02-22 22:29:00,11
2019-02-22 22:30:00,4
2019-02-22 22:31:00,12
2019-02-22 22:32:00,11
2019-02-22 22:33:00,13
2019-02-22 22:34:00,7
2019-02-22 22:35:00,9
2019-02-22 22:36:00,15
2019-02-22 22:37:00,8
2019-02-22 22:38:00,9
2019-02-22 22:39:00,5
2019-02-22 22:40:00,13
2019-02-22 22:41:00,9
2019-02-22 22:42:00,9
2019-02-22 22:43:00,10
2019-02-22 22:44:00,13
2019-02-22 22:45:00,6
2019-02-22 22:46:00,11
2019-02-22 22:47:00,14
2019-02-22 22:48:00,1
2019-02-22 22:49:00,13
2019-02-22 22:50:00,10
2019-02-22 22:51:00,14
2019-02-22 22:52:00,10
2019-02-22 22:53:00,14
2019-02-22 22:54:00,9
2019-02-22 22:55:00,6
2019-02-22 22:56:00,10
2019-02-22 22:57:00,4
2019-02-22 22:58:00,10
2019-02-22 22:59:00,18
2019-02-22 23:00:00,8
2019-02-22 23:01:00,11
2019-02-22 23:02:00,10
2019-02-22 23:03:00,12
2019-02-22 23:04:00,10
2019-02-22 23:05:00,14
2019-02-22 23:07:00,8
2019-02-22 23:08:00,12
2019-02-22 23:09:00,8
2019-02-22 23:10:00,5
2019-02-22 23:11:00,11
2019-02-22 23:12:00,8
2019-02-22 23:13:00,17
2019-02-22 23:14:00,3
2019-02-22 23:15:00,9
2019-02-22 23:16:00,13
2019-02-22 23:17:00,10
2019-02-22 23:18:00,11
2019-02-22 23:19:00,7
2019-02-22 23:20:00,7
2019-02-22 23:21:00,15
2019-02-22 23:22:00,6
2019-02-22 23:23:00,11
2019-02-22 23:24:00,11
2019-02-22 23:25:00,12
2019-02-22 23:26:00,12
2019-02-22 23:27:00,2
2019-02-22 23:28:00,10
2019-02-22 23:29:00,7
2019-02-22 23:30:00,2
2019-02-22 23:31:00,14
2019-02-22 23:32:00,10
2019-02-22 23:33:00,3
2019-02-22 23:34:00,13
2019-02-22 23:35:00,2
2019-02-22 23:36:00,14
2019-02-22 23:37:00,13
2019-02-22 23:38:00,7
2019-02-22 23:39:00,4
2019-02-22 23:40:00,7
2019-02-22 23:41:00,12
2019-02-22 23:42:00,10
2019-02-22 23:43:00,4
2019-02-22 23:44:00,6
2019-02-22 23:45:00,7
2019-02-22 23:46:00,13
2019-02-22 23:47:00,11
2019-02-22 23:48:00,11
2019-02-22 23:49:00,4
2019-02-22 23:50:00,7
2019-02-22 23:51:00,11
2019-02-22 23:52:00,5
2019-02-22 23:53:00,10
2019-02-22 23:54:00,7
2019-02-22 23:55:00,3
2019-02-22 23:56:00,7
2019-02-22 23:57:00,14
2019-02-22 23:58:00,10
2019-02-22 23:59:00,7
2019-02-23 00:00:00,13
2019-02-23 00:01:00,4
2019-02-23 00:02:00,6
2019-02-23 00:03:00,4
2019-02-23 00:04:00,10
2019-02-23 00:05:00,8
2019-02-23 00:06:00,11
2019-02-23 00:07:00,10
2019-02-23 00:08:00,11
2019-02-23 00:09:00,7
2019-02-23 00:10:00,12
2019-02-23 00:11:00,7
2019-02-23 00:12:00,5
2019-02-23 00:13:00,8
2019-02-23 00:14:00,9
2019-02-23 00:15:00,5
2019-02-23 00:16:00,11
2019-02-23 00:17:00,6
2019-02-23 00:18:00,9
2019-02-23 00:19:00,8
2019-02-23 00:20:00,20
2019-02-23 00:21:00,3
2019-02-23 00:22:00,7
2019-02-23 00:23:00,13
2019-02-23 00:24:00,2
2019-02-23 00:25:00,12
2019-02-23 00:26:00,10
2019-02-23 00:27:00,5
2019-02-23 00:28:00,10
2019-02-23 00:29:00,14
2019-02-23 00:30:00,11
2019-02-23 00:31:00,11
2019-02-23 00:32:00,8
2019-02-23 00:33:00,11
2019-02-23 00:34:00,6
2019-02-23 00:35:00,12
2019-02-23 00:36:00,17
2019-02-23 00:37:00,4
2019-02-23 00:38:00,11
2019-02-23 00:39:00,13
2019-02-23 00:40:00,3
2019-02-23 00:41:00,6
2019-02-23 00:42:00,4
2019-02-23 00:43:00,12
2019-02-23 00:44:00,8
2019-02-23 00:45:00,8
2019-02-23 00:46:00,7
2019-02-23 00:47:00,10
2019-02-23 00:48:00,10
2019-02-23 00:49:00,9
2019-02-23 00:50:00,8
2019-02-23 00:51:00,12
2019-02-23 00:52:00,10
2019-02-23 00:53:00,10
2019-02-23 00:54:00,1
2019-02-23 00:55:00,13
2019-02-23 00:56:00,6
2019-02-23 00:57:00,5
2019-02-23 00:58:00,6
2019-02-23 00:59:00,5
2019-02-23 01:00:00,13
2019-02-23 01:01:00,13
2019-02-23 01:02:00,2
2019-02-23 01:03:00,14
2019-02-23 01:04:00,11
2019-02-23 01:05:00,12
2019-02-23 01:06:00,12
2019-02-23 01:07:00,10
2019-02-23 01:08:00,4
2019-02-23 01:09:00,12
2019-02-23 01:10:00,11
2019-02-23 01:11:00,11
2019-02-23 01:12:00,10
2019-02-23 01:13:00,11
2019-02-23 01:14:00,12
2019-02-23 01:15:00,6
2019-02-23 01:16:00,8
2019-02-23 01:17:00,12
2019-02-23 01:18:00,13
2019-02-23 01:19:00,3
2019-02-23 01:20:00,8
2019-02-23 01:21:00,6
2019-02-23 01:22:00,9
2019-02-23 01:23:00,12
2019-02-23 01:24:00,3
2019-02-23 01:25:00,4
2019-02-23 01:26:00,10
2019-02-23 01:27:00,9
2019-02-23 01:28:00,9
2019-02-23 01:29:00,3
2019-02-23 01:30:00,15
2019-02-23 01:31:00,7
2019-02-23 01:32:00,10
2019-02-23 01:33:00,13
2019-02-23 01:34:00,10
2019-02-23 01:35:00,7
2019-02-23 01:36:00,6
2019-02-23 01:37:00,10
2019-02-23 01:38:00,3
2019-02-23 01:39:00,13
2019-02-23 01:40:00,10
2019-02-23 01:41:00,13
2019-02-23 01:42:00,4
2019-02-23 01:43:00,9
2019-02-23 01:44:00,10
2019-02-23 01:45:00,11
2019-02-23 01:46:00,4
2019-02-23 01:47:00,10
2019-02-23 01:48:00,10
2019-02-23 01:49:00,8
2019-02-23 01:50:00,18
2019-02-23 01:51:00,7
2019-02-23 01:52:00,8
2019-02-23 01:53:00,7
2019-02-23 01:54:00,6
2019-02-23 01:55:00,6
2019-02-23 01:56:00,13
2019-02-23 01:57:00,6
2019-02-23 01:58:00,8
2019-02-23 01:59:00,15
2019-02-23 02:01:00,14
2019-02-23 02:02:00,13
2019-02-23 02:03:00,12
2019-02-23 02:04:00,16
2019-02-23 02:05:00,4
2019-02-23 02:06:00,10
2019-02-23 02:07:00,12
2019-02-23 02:08:00,3
2019-02-23 02:09:00,11
2019-02-23 02:10:00,8
2019-02-23 02:11:00,5
2019-02-23 02:12:00,5
2019-02-23 02:13:00,11
2019-02-23 02:14:00,6
2019-02-23 02:15:00,5
2019-02-23 02:16:00,11
2019-02-23 02:17:00,13
2019-02-23 02:18:00,11
2019-02-23 02:19:00,12
2019-02-23 02:20:00,5
2019-02-23 02:21:00,4
2019-02-23 02:22:00,9
2019-02-23 02:23:00,12
2019-02-23 02:24:00,5
2019-02-23 02:25:00,14
2019-02-23 02:26:00,6
2019-02-23 02:27:00,2
2019-02-23 02:28:00,13
2019-02-23 02:29:00,9
2019-02-23 02:30:00,5
2019-02-23 02:31:00,13
2019-02-23 02:32:00,10
2019-02-23 02:33:00,11
2019-02-23 02:34:00,14
2019-02-23 02:35:00,8
2019-02-23 02:36:00,10
2019-02-23 02:37:00,11
2019-02-23 02:38:00,10
2019-02-23 02:39:00,1
2019-02-23 02:40:00,10
2019-02-23 02:41:00,7
2019-02-23 02:42:00,13
2019-02-23 02:43:00,11
2019-02-23 02:44:00,9
2019-02-23 02:45:00,14
2019-02-23 02:46:00,5
2019-02-23 02:47:00,18
2019-02-23 02:48:00,5
2019-02-23 02:49:00,8
2019-02-23 02:50:00,4
2019-02-23 02:51:00,10
2019-02-23 02:52:00,18
2019-02-23 02:53:00,2
2019-02-23 02:54:00,12
2019-02-23 02:55:00,9
2019-02-23 02:56:00,12
2019-02-23 02:57:00,5
2019-02-23 02:58:00,8
2019-02-23 02:59:00,5
2019-02-23 03:00:00,4
2019-02-23 03:01:00,5
2019-02-23 03:02:00,9
2019-02-23 03:03:00,9
2019-02-23 03:04:00,4
2019-02-23 03:05:00,7
2019-02-23 03:06:00,7
2019-02-23 03:07:00,5
2019-02-23 03:08:00,5
2019-02-23 03:09:00,10
2019-02-23 03:10:00,7
2019-02-23 03:11:00,12
2019-02-23 03:12:00,8
2019-02-23 03:13:00,7
2019-02-23 03:14:00,12
2019-02-23 03:15:00,7
2019-02-23 03:16:00,9
2019-02-23 03:17:00,12
2019-02-23 03:18:00,4
2019-02-23 03:19:00,6
2019-02-23 03:20:00,13
2019-02-23 03:21:00,10
2019-02-23 03:22:00,7
2019-02-23 03:23:00,6
2019-02-23 03:24:00,16
2019-02-23 03:26:00,15
2019-02-23 03:27:00,2
2019-02-23 03:28:00,9
2019-02-23 03:29:00,11
2019-02-23 03:30:00,4
2019-02-23 03:31:00,10
2019-02-23 03:32:00,3
2019-02-23 03:33:00,13
2019-02-23 03:34:00,8
2019-02-23 03:35:00,13
2019-02-23 03:36:00,2
2019-02-23 03:37:00,13
2019-02-23 03:38:00,12
2019-02-23 03:39:00,10
2019-02-23 03:40:00,10
2019-02-23 03:41:00,10
2019-02-23 03:42:00,6
2019-02-23 03:43:00,3
2019-02-23 03:44:00,5
2019-02-23 03:45:00,9
2019-02-23 03:46:00,9
2019-02-23 03:47:00,12
2019-02-23 03:48:00,10
2019-02-23 03:49:00,6
2019-02-23 03:50:00,11
2019-02-23 03:51:00,8
2019-02-23 03:52:00,5
2019-02-23 03:53:00,9
2019-02-23 03:54:00,12
2019-02-23 03:55:00,8
2019-02-23 03:56:00,16
2019-02-23 03:57:00,9
2019-02-23 03:58:00,9
2019-02-23 03:59:00,15
2019-02-23 04:00:00,7
2019-02-23 04:01:00,3
2019-02-23 04:02:00,10
2019-02-23 04:03:00,8
2019-02-23 04:04:00,13
2019-02-23 04:05:00,9
2019-02-23 04:06:00,2
2019-02-23 04:07:00,7
2019-02-23 04:08:00,6
2019-02-23 04:09:00,7
2019-02-23 04:10:00,3
2019-02-23 04:11:00,8
2019-02-23 04:12:00,5
2019-02-23 04:13:00,5
2019-02-23 04:14:00,6
2019-02-23 04:15:00,3
